message_id,source_row_index,true_satellite,claimed_satellite,rf_predicted_sat,rf_confidence,rf_matches_claim,openset_score,model_name,feature_set,n_features,split_type,test_fraction,random_seed,rf_n_estimators,rf_scaled,rf_test_accuracy
446,5616,87,87,85,0.56,False,0.56,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
447,1985,92,92,109,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
448,2198,51,51,92,0.385,False,0.385,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
449,4182,51,51,92,0.34,False,0.34,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
450,2219,51,51,51,0.26,True,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
451,4510,87,87,87,0.27,True,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
452,5997,92,92,109,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
453,5796,92,92,85,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
454,2458,109,109,87,0.32,False,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
455,2541,109,109,109,0.35,True,0.35,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
456,638,87,87,92,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
457,1033,92,92,85,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
458,2585,109,109,51,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
459,1625,85,85,85,0.41,True,0.41,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
460,783,87,87,85,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
461,4917,51,51,51,0.285,True,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
462,3496,51,51,51,0.28,True,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
463,3266,92,92,109,0.22,False,0.22,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
464,3679,109,109,51,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
465,5430,87,87,92,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
466,3605,51,51,85,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
467,2022,92,92,51,0.315,False,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
468,3408,92,92,51,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
469,184,51,51,109,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
470,5051,109,109,87,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
471,3528,51,51,85,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
472,4218,51,51,85,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
473,633,85,85,87,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
474,1976,92,92,92,0.22,True,0.22,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
475,1443,85,85,87,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
476,3594,51,51,109,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
477,345,109,109,92,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
478,41,85,85,92,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
479,4024,92,92,109,0.235,False,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
480,2278,109,109,51,0.22,False,0.22,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
481,40,85,85,92,0.245,False,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
482,3168,92,92,87,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
483,4189,51,51,85,0.315,False,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
484,4612,87,87,109,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
485,3935,87,87,87,0.3,True,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
486,5354,85,85,51,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
487,4858,51,51,109,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
488,5006,109,109,51,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
489,3187,92,92,85,0.29,False,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
490,5815,92,92,92,0.27,True,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
491,780,87,87,87,0.27,True,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
492,4603,87,87,85,0.295,False,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
493,5861,92,92,109,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
494,6034,51,51,92,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
495,1707,87,87,51,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
496,2670,85,85,85,0.4,True,0.4,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
497,5314,85,85,92,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
498,1798,87,87,87,0.35,True,0.35,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
499,2958,87,87,85,0.38,False,0.38,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
500,5446,85,85,85,0.285,True,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
501,1036,51,51,87,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
502,799,87,87,85,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
503,2136,51,51,87,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
504,2358,51,51,51,0.24,True,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
505,2951,87,87,85,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
506,4296,109,109,87,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
507,3278,92,92,109,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
508,5138,109,109,109,0.27,True,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
509,105,87,87,87,0.29,True,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
510,5279,85,85,85,0.245,True,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
511,2345,51,51,51,0.445,True,0.445,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
512,3452,51,51,87,0.235,False,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
513,2349,51,51,85,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
514,4031,92,92,92,0.275,True,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
515,2265,109,109,85,0.36,False,0.36,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
516,1681,87,87,85,0.365,False,0.365,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
517,5561,87,87,92,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
518,3506,51,51,85,0.245,False,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
519,1994,92,92,85,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
520,2613,85,85,92,0.425,False,0.425,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
521,325,109,109,109,0.3,True,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
522,5662,87,87,92,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
523,216,51,51,109,0.415,False,0.415,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
524,2851,85,85,92,0.42,False,0.42,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
525,6044,51,51,92,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
526,2492,109,109,109,0.25,True,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
527,2423,109,109,109,0.235,True,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
528,3700,109,109,92,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
529,2850,85,85,109,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
530,5055,109,109,92,0.315,False,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
531,932,92,92,85,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
532,5398,85,85,85,0.3,True,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
533,4251,109,109,85,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
534,2113,51,51,51,0.36,True,0.36,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
535,4828,92,92,85,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
536,5438,87,87,87,0.245,True,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
537,3163,92,92,51,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
538,3504,51,51,109,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
539,474,85,85,85,0.43,True,0.43,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
540,5005,109,109,85,0.235,False,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
541,4000,87,87,109,0.235,False,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
542,4895,51,51,87,0.235,False,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
543,1148,51,51,51,0.295,True,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
544,3850,85,85,51,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
545,5956,92,92,85,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
546,2392,109,109,109,0.275,True,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
547,5954,92,92,85,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
548,5309,85,85,87,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
549,2952,87,87,87,0.26,True,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
550,4617,87,87,85,0.39,False,0.39,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
551,5143,109,109,87,0.315,False,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
552,2295,85,85,109,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
553,722,87,87,92,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
554,1052,51,51,85,0.4,False,0.4,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
555,3864,85,85,109,0.315,False,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
556,2018,92,92,109,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
557,5299,85,85,92,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
558,5976,92,92,92,0.29,True,0.29,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
559,4579,87,87,92,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
560,3595,51,51,51,0.245,True,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
561,5087,109,109,85,0.365,False,0.365,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
562,1645,85,85,85,0.255,True,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
563,4391,85,85,92,0.245,False,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
564,3013,87,87,85,0.32,False,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
565,243,109,109,85,0.23,False,0.23,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
566,2959,87,87,51,0.22,False,0.22,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
567,5973,92,92,109,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
568,5434,87,87,85,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
569,913,92,92,51,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
570,3083,92,92,87,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
571,1259,109,109,87,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
572,189,51,51,92,0.245,False,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
573,3079,92,92,87,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
574,4926,51,51,109,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
575,4861,51,51,85,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
576,5633,87,87,92,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
577,5892,92,92,92,0.3,True,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
578,4257,109,109,87,0.36,False,0.36,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
579,2630,109,109,109,0.295,True,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
580,5767,92,92,85,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
581,1392,109,109,51,0.295,False,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
582,5372,85,85,92,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
583,5003,51,51,85,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
584,3299,92,92,51,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
585,5760,92,92,51,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
586,4536,87,87,92,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
587,5734,87,87,109,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
588,5200,109,109,51,0.345,False,0.345,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
589,2066,92,92,92,0.275,True,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
590,5151,109,109,85,0.32,False,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
591,4266,109,109,51,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
592,723,87,87,87,0.32,True,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
593,891,92,92,87,0.23,False,0.23,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
594,3840,85,85,85,0.33,True,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
595,4192,51,51,85,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
596,1589,85,85,85,0.285,True,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
597,3331,92,92,87,0.245,False,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
598,5491,85,85,92,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
599,2164,51,51,85,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
600,871,92,92,109,0.355,False,0.355,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
601,6151,51,51,92,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
602,2388,109,109,85,0.245,False,0.245,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
603,1796,87,87,109,0.295,False,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
604,2543,109,109,92,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
605,2109,51,51,87,0.395,False,0.395,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
606,5215,109,109,85,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
607,5644,87,87,51,0.225,False,0.225,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
608,2499,109,109,92,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
609,392,109,109,51,0.25,False,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
610,4692,92,92,51,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
611,46,85,85,85,0.335,True,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
612,3387,92,92,109,0.35,False,0.35,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
613,2847,85,85,85,0.255,True,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
614,2010,92,92,92,0.24,True,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
615,5967,51,51,92,0.3,False,0.3,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
616,346,109,109,51,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
617,4390,85,85,85,0.315,True,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
618,5638,87,87,51,0.305,False,0.305,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
619,4999,51,51,51,0.24,True,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
620,5369,85,85,85,0.25,True,0.25,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
621,1361,109,109,85,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
622,3953,87,87,51,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
623,5527,87,87,85,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
624,2023,92,92,87,0.24,False,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
625,3802,85,85,109,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
626,1898,92,92,85,0.295,False,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
627,4286,109,109,92,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
628,5853,92,92,109,0.43,False,0.43,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
629,3866,85,85,85,0.35,True,0.35,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
630,3638,51,51,109,0.425,False,0.425,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
631,3232,92,92,85,0.45,False,0.45,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
632,873,92,92,109,0.295,False,0.295,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
633,5238,85,85,109,0.24,False,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
634,1942,92,92,85,0.335,False,0.335,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
635,4044,92,92,87,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
636,3287,92,92,109,0.28,False,0.28,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
637,3073,92,92,92,0.265,True,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
638,5844,92,92,87,0.38,False,0.38,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
639,3220,92,92,87,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
640,1830,87,87,87,0.265,True,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
641,6105,51,51,109,0.315,False,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
642,3706,109,109,85,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
643,6093,51,51,85,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
644,981,92,92,87,0.265,False,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
645,3695,109,109,109,0.265,True,0.265,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
646,3723,109,109,51,0.32,False,0.32,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
647,4027,92,92,87,0.27,False,0.27,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
648,516,85,85,85,0.285,True,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
649,4207,51,51,85,0.33,False,0.33,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
650,592,85,85,85,0.24,True,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
651,3,85,85,51,0.325,False,0.325,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
652,1872,87,87,92,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
653,4839,92,92,92,0.31,True,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
654,5239,109,109,87,0.225,False,0.225,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
655,4585,92,92,92,0.24,True,0.24,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
656,1592,85,85,92,0.39,False,0.39,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
657,4285,109,109,87,0.255,False,0.255,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
658,3786,109,109,92,0.315,False,0.315,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
659,2421,109,109,51,0.275,False,0.275,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
660,5226,85,85,51,0.355,False,0.355,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
661,5836,92,92,85,0.26,False,0.26,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
662,843,92,92,51,0.37,False,0.37,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
663,1489,85,85,51,0.49,False,0.49,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
664,355,85,85,51,0.285,False,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
665,6137,51,51,51,0.365,True,0.365,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
666,3249,92,92,92,0.285,True,0.285,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
667,3737,109,109,92,0.365,False,0.365,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
668,3208,92,92,109,0.31,False,0.31,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
669,1421,109,109,109,0.235,True,0.235,random_forest,v1_handcrafted_28,28,stratified_80_20,0.2,42,200,False,0.244931
